Frame,x_cord,y_cord,Size
0,-41.75951268747646,51.18236299456237,0.01
0,41.497599762510845,-47.649554221702324,0.01
0,-14.192713268117242,18.872473154971775,0.01
1,1.8410165725125252,-27.10202475396229,0.00020342307165265085
1,31.35337391243174,-28.66044460395419,0.00020342307165265085
1,-6.110726542966728,-24.971522721455358,0.00020342307165265085
1,-47.499577542618454,62.31496404649994,0.009997373819351197
1,46.342167656259704,-19.345259122807303,0.009997373819351197
1,-13.835924134764445,38.48893590666309,0.009997373819351197
1,-48.20854728542774,17.83812148134969,0.00010546877980232239
1,-48.9582388049501,-2.9803551033365276,0.00010546877980232239
1,-53.99908582217447,36.45156274910949,0.00010546877980232239
1,-50.78736502618825,29.163833047631453,0.00010546877980232239
2,5.099911598469668,-9.773948062293634,0.00041309989988803865
2,38.7506465654938,-2.1338800927228565,0.00041309989988803865
2,-0.7050567631375944,-13.04555894634654,0.00041309989988803865
2,-51.34056373179276,82.64364762304726,0.009988998770713806
2,50.10559929688477,5.247597073960661,0.009988998770713806
2,-17.1766385556631,62.831545542543395,0.009988998770713806
2,-49.81813501394829,35.68795770670452,0.0002219112403690815
2,-44.138978774893374,13.170048586481709,0.0002219112403690815
2,-51.465810021548975,54.559126577530236,0.0002219112403690815
2,-49.77150398760605,39.5444792609083,0.0002219112403690815
3,9.525554575872043,10.61315370318693,0.0006281249970197677
3,36.705765969896554,15.719133403020999,0.0006281249970197677
3,-2.047346725620775,6.763068236003575,0.0006281249970197677
3,-47.683355012119165,99.36261032759866,0.009974138736724853
3,58.538418184421474,28.370689946478223,0.009974138736724853
3,-18.273286238430583,80.80900091721321,0.009974138736724853
3,-48.75677600838951,54.079920869253215,0.0003493201732635498
3,-46.1277573146895,32.26711777746673,0.0003493201732635498
3,-56.07733939588442,67.07087658653296,0.0003493201732635498
3,-54.67100261820062,58.912141789811436,0.0003493201732635498
4,13.327721154194867,33.47076964568899,0.0008475735038518906
4,41.464853823611094,39.721075810853,0.0008475735038518906
4,5.1319945794419475,28.903982572666347,0.0008475735038518906
4,-51.939171209025666,118.17381352064984,0.009952077865600586
4,55.22292041075984,52.88819691795975,0.009952077865600586
4,-20.337695272746174,100.21162407561472,0.009952077865600586
4,-50.76439113790421,73.44056598653415,0.00048760779201984406
4,-44.39097082540358,44.98707996032614,0.00048760779201984406
4,-52.93094112288318,84.73687078124719,0.00048760779201984406
4,-49.860764779329266,74.05516076247348,0.00048760779201984406
5,18.26400909540971,52.990032437835794,0.001070505753159523
5,42.59708196643299,61.90447769407918,0.001070505753159523
5,6.303123466960863,52.41665292806613,0.001070505753159523
5,-57.09504823546537,136.21703560530594,0.009922133684158325
5,57.26583206064204,75.9220497845644,0.009922133684158325
5,-18.979282161806413,121.91124057022472,0.009922133684158325
5,-48.871188873199706,90.0894282068296,0.0006366083025932312
5,-42.47937623892066,60.10294932768323,0.0006366083025932312
5,-57.382175454572646,98.08690401066502,0.0006366083025932312
5,-51.245989471545755,89.4233125807735,0.0006366083025932312
6,14.038625802527926,74.21384636310096,0.0012959714233875274
6,43.66350337077008,83.58003236052737,0.0012959714233875274
6,7.80401275008055,72.78123719492918,0.0012959714233875274
6,-58.250283957907016,153.01719129112047,0.00988365888595581
6,55.67830922157942,98.62898033136291,0.00988365888595581
6,-18.334057348318908,138.1690098847631,0.00988365888595581
6,-47.331896842494864,103.63253029909313,0.0007960808277130127
6,-40.63718487078321,82.45936118458995,0.0007960808277130127
6,-58.23604641141065,117.18497947220108,0.0007960808277130127
6,-46.79452824151829,106.84254050411413,0.0007960808277130127
7,19.68392217605946,96.82991247117229,0.001523014008998871
7,45.59911863298666,105.98609741391718,0.001523014008998871
7,13.804280591928864,93.54439683259096,0.001523014008998871
7,-57.34815258882899,172.23769425471903,0.00983604669570923
7,60.825958323560016,127.14049851604828,0.00983604669570923
7,-19.78463896363845,161.34746942613043,0.00983604669570923
7,-47.13163400293723,122.35736576077133,0.0009657130390405655
7,-36.64328622058624,97.99355648542588,0.0009657130390405655
7,-56.192844069702204,132.4714407908101,0.0009657130390405655
7,-47.399307493617584,126.69073466230914,0.0009657130390405655
8,23.102717384518723,115.86709746296309,0.0017506749927997589
8,51.492687823541665,126.87446207126574,0.0017506749927997589
8,15.768567569116996,119.09463272700944,0.0017506749927997589
8,-57.4862936293752,188.4931325377908,0.009778743386268616
8,59.082614605587594,147.17908208882986,0.009778743386268616
8,-22.835467278995864,182.4765958862421,0.009778743386268616
8,-45.58618701491674,141.3600360735937,0.0011451256275177002
8,-36.02813180614221,114.9688513753838,0.0011451256275177002
